issue_id,user_story_id,issue_titulo,user_story,match
5,5,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
6,5,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
7,5,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
8,5,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
9,5,Bulk edit products. Editing products without SKU,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
10,5,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
11,5,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
12,5,Item removal handler conflicting with coupon removal button in shopping cart,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
13,5,Opencart demo website not working,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
14,5,New,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
15,5,"Inconsistency in validations, controllers without trim Opencart 3.0.4.1 and older.","As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
16,5,admin menu error,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
17,5,"Admin cache refresh doesn't work, No response.","As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
18,5,"For security reasons, you cannot connect to the back office until you have:  SSL is activated. Please connect using the following link to log in to secure mode (https://)","As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
19,5,Error installing PrestaShop 8 locally,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
20,5,Bad badge when update to 8.2.2,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
21,5,probleme-with-php-8.2-in Prestashop-8.2,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
22,5,Prestashop Minimal product quantity,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
23,5,Wall of fame - BO not iso with figma,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
24,5,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
25,5,Media preview file name not centered,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
26,5,Product Description overwriting HTML Code,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
27,5,Thumbnails not generated,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
28,5,Squished line item document text,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
29,5,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
30,5,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
31,5,Media preview file name not centered,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
32,5,Product Description overwriting HTML Code,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
33,5,Thumbnails not generated,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
34,5,Squished line item document text,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
35,5,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
36,5,The new reports in woo are terrible.,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
37,5,problem in woocommerce at the end of shipping,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
38,5,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",True
39,5,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
40,5,Add REST API and hooks documentations to repository,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
41,5,The editor is not showing previewCart data for the checkout blocks,"As a marketeer, I want to set the rel attribute of external links, so I can make sure that SE bots do no affect SE rankings for pages with many external links ",False
0,6,Price ranges filter takes only min_price for configurable products,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
1,6,Frozen loop in orders page,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
2,6,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
3,6,2.4.8-p1 datepicker - position is wrong on touch devices,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
4,6,Import less file from app/design to custom module,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
5,6,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
6,6,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
7,6,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
8,6,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
9,6,Bulk edit products. Editing products without SKU,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
10,6,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
11,6,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
12,6,Item removal handler conflicting with coupon removal button in shopping cart,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
13,6,Opencart demo website not working,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
14,6,New,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
15,6,"Inconsistency in validations, controllers without trim Opencart 3.0.4.1 and older.","As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
16,6,admin menu error,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
17,6,"Admin cache refresh doesn't work, No response.","As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
18,6,"For security reasons, you cannot connect to the back office until you have:  SSL is activated. Please connect using the following link to log in to secure mode (https://)","As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
19,6,Error installing PrestaShop 8 locally,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
20,6,Bad badge when update to 8.2.2,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
21,6,probleme-with-php-8.2-in Prestashop-8.2,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
22,6,Prestashop Minimal product quantity,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
23,6,Wall of fame - BO not iso with figma,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
24,6,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
25,6,Media preview file name not centered,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
26,6,Product Description overwriting HTML Code,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
27,6,Thumbnails not generated,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
28,6,Squished line item document text,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
29,6,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
30,6,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
31,6,Media preview file name not centered,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
32,6,Product Description overwriting HTML Code,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
33,6,Thumbnails not generated,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
34,6,Squished line item document text,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
35,6,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
36,6,The new reports in woo are terrible.,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
37,6,problem in woocommerce at the end of shipping,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
38,6,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
39,6,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
40,6,Add REST API and hooks documentations to repository,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",False
41,6,The editor is not showing previewCart data for the checkout blocks,"As a marketeer, I want to set canonical tags to individual pages, so I can avoid duplicate content easily without having to set permanent redirects, and thereby will improve the SE ranking of the website. ",True
0,7,Price ranges filter takes only min_price for configurable products,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
1,7,Frozen loop in orders page,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
2,7,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
3,7,2.4.8-p1 datepicker - position is wrong on touch devices,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
4,7,Import less file from app/design to custom module,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
5,7,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
6,7,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
7,7,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
8,7,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
9,7,Bulk edit products. Editing products without SKU,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
10,7,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
11,7,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
12,7,Item removal handler conflicting with coupon removal button in shopping cart,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
13,7,Opencart demo website not working,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
14,7,New,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
15,7,"Inconsistency in validations, controllers without trim Opencart 3.0.4.1 and older.","As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
16,7,admin menu error,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
17,7,"Admin cache refresh doesn't work, No response.","As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
18,7,"For security reasons, you cannot connect to the back office until you have:  SSL is activated. Please connect using the following link to log in to secure mode (https://)","As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
19,7,Error installing PrestaShop 8 locally,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
20,7,Bad badge when update to 8.2.2,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
21,7,probleme-with-php-8.2-in Prestashop-8.2,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
22,7,Prestashop Minimal product quantity,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
23,7,Wall of fame - BO not iso with figma,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
24,7,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
25,7,Media preview file name not centered,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
26,7,Product Description overwriting HTML Code,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
27,7,Thumbnails not generated,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
28,7,Squished line item document text,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
29,7,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
30,7,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
31,7,Media preview file name not centered,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
32,7,Product Description overwriting HTML Code,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
33,7,Thumbnails not generated,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
34,7,Squished line item document text,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
35,7,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
36,7,The new reports in woo are terrible.,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
37,7,problem in woocommerce at the end of shipping,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
38,7,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
39,7,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",True
40,7,Add REST API and hooks documentations to repository,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
41,7,The editor is not showing previewCart data for the checkout blocks,"As a marketeer, I want to be solve URL conflicts immediately, so I avoid not-friendly URLs and thereby, will postively influence the overall SE ranking of the website ",False
0,8,Price ranges filter takes only min_price for configurable products,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
1,8,Frozen loop in orders page,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
2,8,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
3,8,2.4.8-p1 datepicker - position is wrong on touch devices,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
4,8,Import less file from app/design to custom module,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
5,8,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
6,8,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
7,8,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
8,8,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
9,8,Bulk edit products. Editing products without SKU,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
10,8,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
11,8,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
12,8,Item removal handler conflicting with coupon removal button in shopping cart,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
13,8,Opencart demo website not working,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
14,8,New,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
15,8,"Inconsistency in validations, controllers without trim Opencart 3.0.4.1 and older.","As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
16,8,admin menu error,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
17,8,"Admin cache refresh doesn't work, No response.","As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
18,8,"For security reasons, you cannot connect to the back office until you have:  SSL is activated. Please connect using the following link to log in to secure mode (https://)","As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
19,8,Error installing PrestaShop 8 locally,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
20,8,Bad badge when update to 8.2.2,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
21,8,probleme-with-php-8.2-in Prestashop-8.2,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
22,8,Prestashop Minimal product quantity,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
23,8,Wall of fame - BO not iso with figma,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
24,8,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
25,8,Media preview file name not centered,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
26,8,Product Description overwriting HTML Code,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
27,8,Thumbnails not generated,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
28,8,Squished line item document text,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
29,8,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
30,8,SwagCommercial cannot be activated after updating to 7.1.1,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
31,8,Media preview file name not centered,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
32,8,Product Description overwriting HTML Code,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
33,8,Thumbnails not generated,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
34,8,Squished line item document text,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
35,8,Cloud: Unable to create a Google Shopping saleschannel,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
36,8,The new reports in woo are terrible.,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
37,8,problem in woocommerce at the end of shipping,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
38,8,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",True
39,8,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
40,8,Add REST API and hooks documentations to repository,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
41,8,The editor is not showing previewCart data for the checkout blocks,"As a marketeer, I want to view basic analytics data of media items easily, so that I can analyze whether content is relevant to the intended audience ",False
0,9,Price ranges filter takes only min_price for configurable products,"As a marketeer, I want to view the top keywords of the week easily, so that I can analyze key words, and when needed, I can undertake action upon this information ",False
1,9,Frozen loop in orders page,"As a marketeer, I want to view the top keywords of the week easily, so that I can analyze key words, and when needed, I can undertake action upon this information ",True
2,9,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As a marketeer, I want to view the top keywords of the week easily, so that I can analyze key words, and when needed, I can undertake action upon this information ",True
3,9,2.4.8-p1 datepicker - position is wrong on touch devices,"As a marketeer, I want to view the top keywords of the week easily, so that I can analyze key words, and when needed, I can undertake action upon this information ",False
4,9,Import less file from app/design to custom module,"As a marketeer, I want to view the top keywords of the week easily, so that I can analyze key words, and when needed, I can undertake action upon this information ",False
